Keyword,EndRank,EndClicks,SearchVolume,03/2021,04/2021,05/2021,06/2021,07/2021,08/2021,09/2021,10/2021,11/2021,12/2021,01/2022,02/2022,03/2022,04/2022,05/2022,06/2022,07/2022,08/2022,09/2022,10/2022,11/2022,12/2022,01/2023,02/2023,03/2023,04/2023,05/2023,06/2023,07/2023,08/2023,09/2023,10/2023,11/2023,12/2023,01/2024,02/2024,03/2024,04/2024,05/2024,06/2024,07/2024,08/2024,09/2024,10/2024,11/2024,12/2024,description,TF-IDF_score
find legal aid lawyer,23,0,0.0,,,,,,,,,36.0,,12.0,,,,,,,,,,27.0,25.0,,16.0,,16.0,19.0,,15.0,24.0,,40.0,35.0,,52.0,,,,,,30.0,,23.0,,23.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016871041223540284
legal aid lawyer auckland,21,0,0.0,,42.0,,,,,,,,,,,,,,,,,,,,,,24.0,27.0,,48.0,,45.0,40.0,,62.0,,,,84.0,,46.0,,,27.0,,21.0,,21.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017156403187311763
legal aid lawyers chch,38,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.001716916411547271
legal aid lawyer christchurch,31,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,36.0,,31.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017138539743274028
ara,20,82,9200.0,,,,,,,,,,,,,46.0,,,,51.0,48.0,,42.0,,30.0,44.0,,33.0,21.0,,14.0,21.0,,21.0,22.0,,52.0,45.0,,57.0,,50.0,,29.0,,31.0,,20.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0018319329911903458
my ara,37,4,900.0,,,,,,,,,,,,,28.0,,36.0,,39.0,,30.0,31.0,,,26.0,,38.0,40.0,,28.0,,37.0,52.0,,,40.0,,51.0,,,,,,,,30.0,,37.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016897630137487866
ara ara,54,2,750.0,,,,,53.0,48.0,,79.0,,,34.0,,,37.0,49.0,,46.0,,,55.0,,34.0,35.0,,31.0,,35.0,56.0,,60.0,60.0,,56.0,,,60.0,,62.0,,53.0,,43.0,,54.0,,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0013490133713595625
ara nz,16,1,160.0,,,,,39.0,,37.0,,58.0,,,,,27.0,,22.0,,17.0,15.0,,15.0,14.0,,6.0,6.0,,6.0,,7.0,19.0,,18.0,18.0,,37.0,29.0,,25.0,,,19.0,,17.0,,16.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0018855198483115059
ara group,64,0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,,,,,,69.0,,,,,,,,,,,,64.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016493485984590776
ara careers,11,0,0.0,,24.0,,,22.0,,14.0,,16.0,,16.0,,,,13.0,16.0,,14.0,,7.0,18.0,,13.0,14.0,,14.0,,15.0,14.0,,12.0,,15.0,,13.0,20.0,,14.0,,25.0,,13.0,,11.0,,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017960909829565694
ara nursing,31,0,0.0,,,,,,,,,28.0,,58.0,,,,,,,33.0,33.0,,28.0,29.0,,31.0,,39.0,38.0,,31.0,28.0,,50.0,47.0,,73.0,,,,57.0,,28.0,,31.0,,31.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017867700958342765
ara vacancies,10,0,0.0,,16.0,,,15.0,,,16.0,,18.0,,,15.0,,15.0,,4.0,5.0,,,,,,,,,,,,,,,,10.0,,,,,9.0,,11.0,,,,,10.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0018106179328266007
ara security,60,0,0.0,,,,,,,,,,,,,,,,,,65.0,,52.0,,49.0,38.0,,42.0,66.0,,49.0,53.0,,,,47.0,49.0,,,,59.0,,62.0,,,,50.0,60.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017191946428824036
te ara,69,0,0.0,,,,,,,,,,,69.0,,62.0,,,,86.0,,,75.0,,,77.0,,,,,74.0,60.0,,99.0,,,,,,,,,,,,,88.0,,69.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0018022184434990456
te ara ture,39,0,0.0,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,60.0,,59.0,,,,58.0,44.0,,33.0,,29.0,,25.0,,35.0,,39.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.00163820654050207
ara christchurch,50,0,0.0,,,,,,,,,,,46.0,,,,,,47.0,,49.0,74.0,,64.0,,,,,63.0,78.0,,56.0,67.0,,48.0,,98.0,,,,,,,73.0,,56.0,,50.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0018376165827887767
ara home,63,0,0.0,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,28.0,,50.0,,32.0,,46.0,,63.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017579317847695487
ara my day,14,0,0.0,,,,,,,91.0,,91.0,,,25.0,,,37.0,,25.0,74.0,,36.0,18.0,,23.0,13.0,,,,19.0,,,,,,27.0,,,35.0,,47.0,,40.0,,38.0,,14.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.001676288360364155
ara log in,25,0,0.0,,,,,,,,,,,,,,,22.0,,22.0,30.0,,21.0,22.0,,19.0,,25.0,25.0,,23.0,31.0,,32.0,31.0,,27.0,23.0,,27.0,,31.0,,25.0,,27.0,,25.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016490040233029931
ara institute,23,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,23.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.001609029150744824
ara login,10,0,0.0,,,,,18.0,33.0,,35.0,,,35.0,,,42.0,49.0,,12.0,,12.0,11.0,,10.0,11.0,,13.0,,17.0,17.0,,22.0,23.0,,29.0,,24.0,25.0,,24.0,,13.0,,9.0,,15.0,,10.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017162643705997465
ara job vacancies,9,0,0.0,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,13.0,,15.0,,,,,9.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0018340165985723078
ara myday,15,0,0.0,,,,,63.0,,,,,,,15.0,,,9.0,,18.0,13.0,,15.0,,,,19.0,,14.0,,16.0,,,,,,52.0,,,,,31.0,,25.0,,,,15.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0015857077494807533
ara health centre,46,0,0.0,,,,,,,,,,,64.0,,,,,20.0,,75.0,61.0,,22.0,20.0,,25.0,51.0,,42.0,,46.0,44.0,,63.0,48.0,,70.0,,,,55.0,,52.0,,60.0,,46.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0018084482140341904
nursing ara,29,0,0.0,,,,,,,,,,,,,,,53.0,,43.0,35.0,,25.0,28.0,,31.0,21.0,,45.0,,33.0,27.0,,36.0,48.0,,62.0,62.0,,60.0,,56.0,,25.0,,24.0,,29.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017867700958342765
ara colleague,23,0,0.0,,,,,,,,,,,,,,,,,,,,,37.0,,30.0,,,35.0,,36.0,,,,,19.0,,,,,,,,,,,23.0,,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.001585707749480753
te ara whakamana,80,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,74.0,,66.0,64.0,,63.0,,,79.0,,,,,,,,,,,,,80.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016580006121458453
ara contact,34,0,0.0,,,,,,,67.0,,46.0,,49.0,,,,36.0,55.0,,68.0,,56.0,31.0,,18.0,15.0,,18.0,,16.0,34.0,,32.0,,31.0,,27.0,,,25.0,,33.0,,34.0,,,,34.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.001740186523898876
ara nurse,27,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017916777465357906
vacancies ara,9,0,0.0,,,,,,,,,,,,,,,9.0,,16.0,5.0,,4.0,,,4.0,,,,,5.0,,,,,,10.0,11.0,,9.0,,8.0,,11.0,,9.0,,9.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0018106179328266007
ara open day,66,0,0.0,,69.0,,,,,,,,,,26.0,,,57.0,,73.0,,,,,,,,,,,,,,,,75.0,81.0,,83.0,,,,67.0,,58.0,,70.0,,66.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.001686580531904534
ara gym,46,0,0.0,,,,,,,,,,,,,,91.0,,,,,46.0,,52.0,,52.0,43.0,,42.0,47.0,,46.0,,35.0,,38.0,64.0,,59.0,,51.0,,49.0,,,,,,46.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016387091568136351
ara courses,49,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,59.0,,,69.0,,,,,77.0,,,,,,,,,57.0,,59.0,,49.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016493485984590776
ara portal,22,0,0.0,,,,,24.0,25.0,,28.0,,,29.0,,,20.0,23.0,,16.0,,21.0,9.0,,15.0,7.0,,9.0,,4.0,5.0,,22.0,24.0,,21.0,,27.0,22.0,,20.0,,21.0,,17.0,,30.0,,22.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0015857077494807533
te ara meaning,24,0,0.0,,,,,23.0,,47.0,,45.0,,,37.0,,,44.0,,22.0,21.0,,18.0,,,20.0,24.0,,18.0,,20.0,22.0,,15.0,,,19.0,39.0,,32.0,,26.0,,,,,,,24.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017878936806167629
te ara poutama,7,0,0.0,,,,,9.0,,5.0,7.0,,,10.0,,,3.0,3.0,,2.0,,2.0,3.0,,3.0,4.0,,3.0,,4.0,4.0,,7.0,9.0,,7.0,,8.0,5.0,,6.0,,7.0,,8.0,,8.0,,7.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017201333696718083
ara poutama,1,0,0.0,,,,,,,,1.0,,,1.0,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.001684707291593733
te ara poutama pdf,16,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,6.0,,21.0,,16.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016861223885515882
what is bail,1,19,120.0,,33.0,,,29.0,,32.0,,24.0,,,13.0,,,,,8.0,8.0,,,76.0,,,,5.0,2.0,,3.0,3.0,,2.0,,2.0,1.0,,2.0,,1.0,,1.0,,1.0,,,1.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017174544125276618
bail meaning,9,2,140.0,,,,,48.0,,36.0,,15.0,,21.0,,,28.0,,49.0,67.0,,68.0,,,20.0,,38.0,,,,,,,,6.0,5.0,,4.0,5.0,,7.0,,,,,,,9.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017250999872810663
bail definition,10,0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,82.0,13.0,,35.0,,35.0,,42.0,,,,10.0,,10.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016340358486500598
bail support service,1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,,1.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016891817691307915
bail support services,1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,,1.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.001693038170148449
e.m bail number,1,0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,1.0,1.0,,1.0,,1.0,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017514284613246397
suitable bail address,1,0,0.0,,,1.0,,1.0,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,1.0,2.0,,2.0,2.0,,2.0,2.0,,2.0,,2.0,,1.0,,1.0,,1.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.001601811600493485
do police check bail address,1,0,0.0,,6.0,,,4.0,,,5.0,,4.0,,,10.0,,9.0,,7.0,8.0,,8.0,,7.0,8.0,,,6.0,,6.0,,9.0,,,7.0,,4.0,5.0,,4.0,,3.0,,4.0,,2.0,,1.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017323477914073196
em bail 0800 number,1,0,0.0,,,1.0,,,1.0,,1.0,,1.0,,,1.0,,1.0,,1.0,1.0,,1.0,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,1.0,,1.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016980589321793477
em bail phone number,1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,1.0,1.0,,,,1.0,,1.0,,1.0,,1.0,,1.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017084506934128805
em bail number,1,0,0.0,,1.0,,,1.0,,1.0,,1.0,,1.0,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,,,1.0,,1.0,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016681073688930433
em bail absence,1,0,0.0,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,1.0,,1.0,,1.0,,1.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0015805641862601002
em bail,1,0,0.0,,,,,1.0,,1.0,,1.0,,1.0,,,1.0,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,1.0,,1.0,,1.0,,1.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.001619345545554433
call,22,10,1300.0,,,,,75.0,75.0,,29.0,,,,,46.0,,44.0,,,,31.0,31.0,,,42.0,,35.0,23.0,,,,25.0,21.0,,,,33.0,,,,32.0,,28.0,,24.0,,22.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017646468638357878
call my phone,30,3,630.0,,26.0,,,39.0,,43.0,,,,,,,18.0,,,,36.0,,,51.0,40.0,,32.0,,,,,,,,,,,,,,,,,35.0,,31.0,,30.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016865373287631967
who called me from this phone number,79,0,320.0,,35.0,,,39.0,,40.0,,,,52.0,,,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017985632089886176
phone calls,6,0,20.0,,,6.0,,,,,,,,,,,,,,,,,,,,,6.0,5.0,,,,,4.0,,,,5.0,,4.0,,,,5.0,,,6.0,,,6.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016707420130858432
make a phone call,23,0,40.0,,,,,,,,,23.0,,,,,13.0,,27.0,,31.0,,,25.0,22.0,,24.0,24.0,,,,,,,,,,,,,47.0,,,,,,,23.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017483430940432344
called,72,0,80.0,,,,,,,,,,,,,,,,,,,,,,,73.0,,48.0,,,,,,,,42.0,,,,,38.0,,,,,,72.0,,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016869413048645433
calls from new zealand,41,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,,,62.0,,60.0,,41.0,,52.0,,,41.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.00170042790373305
calls to new zealand,75,0,0.0,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,,,79.0,,75.0,,71.0,,,,,75.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017004279037330504
call center jobs auckland,71,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,,,,64.0,56.0,,,,,,,,,,,,,,,71.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017510135760169748
calls to australia from new zealand,70,0,0.0,,,63.0,,,75.0,,,,64.0,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,90.0,,,,,,70.0,,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.001717365344719225
call centre jobs,39,0,140.0,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.001809262302852196
call centre job,36,0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,36.0,,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017871560075824115
call centre jobs wellington,38,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,,,,,,,,,,,,,,,,,,38.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0018405124931219793
who called me nz,24,1,260.0,,,,,15.0,,16.0,25.0,,,21.0,,,24.0,,26.0,23.0,,31.0,,24.0,30.0,,27.0,,,,,,,,,,,,,,,,21.0,,26.0,,21.0,,24.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017713488739811694
calling us from nz,60,0,20.0,,,,,,,,,,,75.0,,,,,,,,,,,71.0,,71.0,,90.0,,,78.0,87.0,,84.0,75.0,,76.0,,,,,,,,57.0,,60.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.001690193833111014
who called me from this phone number nz,19,0,0.0,,,,,,,,,,29.0,,42.0,,,27.0,32.0,,32.0,34.0,,28.0,,17.0,15.0,,22.0,14.0,,20.0,26.0,,29.0,34.0,,39.0,,42.0,,34.0,,13.0,,14.0,,19.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.001847388927835295
who is calling me nz,30,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,,,71.0,,68.0,,47.0,,19.0,,20.0,,30.0,,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.001817875347320396
who is calling me from this number nz,21,0,0.0,,,,,,,32.0,,42.0,,,,,29.0,,31.0,33.0,,21.0,19.0,,25.0,,22.0,27.0,,29.0,35.0,,,,,,,,,,44.0,,21.0,,27.0,,21.0,,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0018669793320092252
who called me from this number nz,22,0,0.0,,,,,,,,,,,,,,,,,,33.0,,47.0,35.0,,18.0,19.0,,23.0,23.0,,35.0,29.0,,40.0,44.0,,50.0,,,,37.0,,20.0,,25.0,,22.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.001808542957674736
calling australian mobile from nz,63,0,0.0,,,,,72.0,,68.0,,72.0,,61.0,,,78.0,,91.0,,78.0,75.0,,76.0,70.0,,66.0,71.0,,57.0,,69.0,77.0,,74.0,63.0,,67.0,64.0,,58.0,,,55.0,,57.0,,63.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017202298263205844
whose number is this calling me nz,27,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,39.0,,,,,,,44.0,,39.0,,,18.0,,26.0,,27.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0018275013298926274
how to call the us from nz,49,0,0.0,,,,,,,,,,,,,,,,,,,,,,,81.0,43.0,,47.0,,52.0,85.0,,76.0,79.0,,84.0,92.0,,91.0,,,,,,57.0,,49.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017577922806639144
call overseas from nz,52,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,80.0,,79.0,,,,86.0,,88.0,,79.0,,52.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.001644268847890444
who calls me nz,31,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,38.0,,40.0,43.0,,,,52.0,,18.0,,28.0,,,31.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017627474683447532
